Timestamp,From Bank,To Bank,text_formatAccount,Amount Received,Amount Paid,text_formatReceiving Currency,text_formatPayment Currency,text_formatPayment Format
2023-03-10 10:00:00,Bank A,Bank B,ACC001642,2399.835940832764,2562.7515794643436,USD,GBP,ACH
2023-03-10 11:00:00,Bank B,Bank B,ACC001643,5897.915823524989,12640.453264949641,GBP,GBP,ACH
2023-03-10 12:00:00,Bank A,Bank D,ACC001644,4485.563884949074,2317.212033318984,GBP,GBP,WIRE
2023-03-10 13:00:00,Bank C,Bank B,ACC001645,967.0533866918998,1111.7111277256647,EUR,USD,SWIFT
2023-03-10 14:00:00,Bank C,Bank D,ACC001646,2145.8051810461648,3968.1294996131005,USD,GBP,ACH
2023-03-10 15:00:00,Bank D,Bank D,ACC001647,2312.3600600506697,1933.2934208533425,GBP,USD,WIRE
2023-03-10 16:00:00,Bank A,Bank C,ACC001648,585.4963782359314,207.54205938758042,USD,EUR,ACH
2023-03-10 17:00:00,Bank B,Bank C,ACC001649,1189.774968296433,12143.461964107244,USD,EUR,SWIFT
2023-03-10 18:00:00,Bank C,Bank A,ACC001650,1573.0249347731685,2401.798577572876,GBP,EUR,WIRE
2023-03-10 19:00:00,Bank B,Bank B,ACC001651,1178.8425510408179,821.3906195639762,EUR,GBP,ACH
2023-03-10 20:00:00,Bank B,Bank A,ACC001652,16428.35908090281,9746.805448291727,GBP,GBP,WIRE
2023-03-10 21:00:00,Bank C,Bank B,ACC001653,874.3428080264888,594.1560559579486,EUR,USD,SWIFT
2023-03-10 22:00:00,Bank B,Bank C,ACC001654,713.0648009442324,276.5452177992985,GBP,GBP,ACH
2023-03-10 23:00:00,Bank C,Bank C,ACC001655,8172.033137888283,232.6704626483653,USD,EUR,SWIFT
2023-03-11 00:00:00,Bank B,Bank B,ACC001656,251.5510468405573,235.7877445729025,EUR,GBP,ACH
2023-03-11 01:00:00,Bank C,Bank B,ACC001657,2284.6096982946933,2141.0352280487177,EUR,USD,WIRE
2023-03-11 02:00:00,Bank A,Bank C,ACC001658,617.3265521358967,90.89620868008534,USD,EUR,SWIFT
2023-03-11 03:00:00,Bank D,Bank C,ACC001659,3965.49175647356,4351.476415834445,GBP,EUR,WIRE
2023-03-11 04:00:00,Bank C,Bank A,ACC001660,798.62952702146,509.9673554533034,EUR,USD,ACH
2023-03-11 05:00:00,Bank C,Bank C,ACC001661,491.05970826493325,827.0295814828211,GBP,EUR,ACH
2023-03-11 06:00:00,Bank D,Bank B,ACC001662,1941.5156506198418,171.3260472430096,GBP,USD,SWIFT
2023-03-11 07:00:00,Bank C,Bank A,ACC001663,4405.6522419219655,1642.3576743139422,GBP,USD,SWIFT
2023-03-11 08:00:00,Bank C,Bank B,ACC001664,1754.6306558536046,306.99719349646955,USD,GBP,ACH
2023-03-11 09:00:00,Bank B,Bank D,ACC001665,7699.966469346893,26013.49473586351,GBP,EUR,WIRE
2023-03-11 10:00:00,Bank D,Bank A,ACC001666,408.93634200137825,588.8869986805918,USD,GBP,ACH
2023-03-11 11:00:00,Bank A,Bank B,ACC001667,1838.7205690353512,996.6373639726537,EUR,GBP,WIRE
2023-03-11 12:00:00,Bank C,Bank C,ACC001668,9474.408795298166,1100.7795136158734,GBP,USD,SWIFT
2023-03-11 13:00:00,Bank D,Bank D,ACC001669,749.4243482856174,1400.0189522883911,EUR,USD,WIRE
2023-03-11 14:00:00,Bank B,Bank B,ACC001670,4516.828529790914,6213.834886911528,GBP,GBP,ACH
2023-03-11 15:00:00,Bank A,Bank A,ACC001671,625.7249321481082,715.4340713374372,EUR,USD,WIRE
2023-03-11 16:00:00,Bank D,Bank B,ACC001672,672.2200656137169,1545.4161884504606,USD,EUR,SWIFT
2023-03-11 17:00:00,Bank A,Bank D,ACC001673,70.43571475091335,1747.8594214936586,EUR,EUR,WIRE
2023-03-11 18:00:00,Bank A,Bank A,ACC001674,12049.671921160565,4911.499292628115,EUR,GBP,ACH
2023-03-11 19:00:00,Bank A,Bank D,ACC001675,470.8068022896021,1679.6955218427925,GBP,EUR,ACH
2023-03-11 20:00:00,Bank C,Bank B,ACC001676,219.14571661121306,3610.928795841662,GBP,GBP,WIRE
2023-03-11 21:00:00,Bank C,Bank C,ACC001677,2328.9899383882093,2221.4028642117705,GBP,EUR,ACH
2023-03-11 22:00:00,Bank B,Bank C,ACC001678,371.66102470986647,2786.036461477108,GBP,USD,SWIFT
2023-03-11 23:00:00,Bank B,Bank B,ACC001679,781.590500012737,1302.3438074179637,USD,EUR,WIRE
2023-03-12 00:00:00,Bank D,Bank B,ACC001680,4752.577546348194,430.02766934231624,EUR,USD,WIRE
2023-03-12 01:00:00,Bank B,Bank B,ACC001681,267.94566086211233,488.0195860013192,EUR,GBP,WIRE
2023-03-12 02:00:00,Bank A,Bank A,ACC001682,236.84401630487852,1510.034787849337,USD,EUR,ACH
2023-03-12 03:00:00,Bank A,Bank D,ACC001683,1435.5541050163538,2815.130012590797,EUR,USD,WIRE
2023-03-12 04:00:00,Bank C,Bank D,ACC001684,3461.604067727491,17781.465219956975,GBP,USD,WIRE
2023-03-12 05:00:00,Bank A,Bank D,ACC001685,227.16083305603766,2927.2595127283803,GBP,GBP,WIRE
2023-03-12 06:00:00,Bank D,Bank B,ACC001686,1648.6132135127946,340.2103975352452,GBP,GBP,WIRE
2023-03-12 07:00:00,Bank A,Bank D,ACC001687,1960.587672048808,509.14224011536015,EUR,EUR,SWIFT
2023-03-12 08:00:00,Bank A,Bank B,ACC001688,139.88763823179468,10705.54719933427,USD,EUR,ACH
2023-03-12 09:00:00,Bank D,Bank A,ACC001689,2436.947079369875,885.020729611308,USD,EUR,SWIFT
2023-03-12 10:00:00,Bank B,Bank C,ACC001690,2634.914150112349,1149.9970254184386,EUR,USD,WIRE
2023-03-12 11:00:00,Bank B,Bank B,ACC001691,802.8873572775137,419.7180093991215,USD,GBP,ACH
2023-03-12 12:00:00,Bank D,Bank B,ACC001692,3836.6173629400214,5245.382294413016,USD,EUR,WIRE
2023-03-12 13:00:00,Bank C,Bank C,ACC001693,3416.785836701755,1808.6449678065792,GBP,EUR,SWIFT
2023-03-12 14:00:00,Bank A,Bank C,ACC001694,1215.7517949751218,505.4244908423382,EUR,USD,WIRE
2023-03-12 15:00:00,Bank D,Bank A,ACC001695,698.2342231146001,405.92755638956186,USD,EUR,SWIFT
2023-03-12 16:00:00,Bank A,Bank D,ACC001696,414.54109259966117,1491.0024320214861,EUR,USD,SWIFT
2023-03-12 17:00:00,Bank C,Bank B,ACC001697,1056.2038555182996,1146.198593341602,GBP,USD,ACH
2023-03-12 18:00:00,Bank A,Bank D,ACC001698,1938.672849392644,2520.2420241448754,GBP,GBP,WIRE
2023-03-12 19:00:00,Bank D,Bank B,ACC001699,792.9999344383399,1894.989303912411,USD,USD,WIRE
2023-03-12 20:00:00,Bank A,Bank A,ACC001700,121.81445114371374,841.7808028814297,EUR,GBP,WIRE
2023-03-12 21:00:00,Bank B,Bank C,ACC001701,31558.68403248054,3622.6412337168945,EUR,USD,ACH
2023-03-12 22:00:00,Bank C,Bank A,ACC001702,1326.3992538522784,934.5431980791891,GBP,GBP,SWIFT
2023-03-12 23:00:00,Bank C,Bank C,ACC001703,750.2267568668177,632.2716661834514,GBP,USD,ACH
2023-03-13 00:00:00,Bank C,Bank D,ACC001704,22697.87065408793,5693.368129512544,GBP,EUR,ACH
2023-03-13 01:00:00,Bank D,Bank D,ACC001705,5037.3659550560915,1114.8118537443393,USD,GBP,SWIFT
2023-03-13 02:00:00,Bank C,Bank A,ACC001706,66.55897724684158,446.7812524083769,EUR,GBP,WIRE
2023-03-13 03:00:00,Bank B,Bank C,ACC001707,1693.0106113999236,2060.4503658706285,USD,USD,SWIFT
2023-03-13 04:00:00,Bank D,Bank A,ACC001708,263.3149355071766,757.1582538337996,EUR,EUR,SWIFT
2023-03-13 05:00:00,Bank B,Bank C,ACC001709,1806.4348880690643,472.5368104977575,GBP,EUR,SWIFT
2023-03-13 06:00:00,Bank A,Bank C,ACC001710,1246.2909787427534,771.5431279897722,USD,GBP,WIRE
2023-03-13 07:00:00,Bank A,Bank D,ACC001711,2070.875050077586,1397.245610504771,USD,EUR,SWIFT
2023-03-13 08:00:00,Bank A,Bank D,ACC001712,4964.483352648715,9975.381312544989,USD,EUR,ACH
2023-03-13 09:00:00,Bank A,Bank C,ACC001713,168.47036992392353,1672.572459123285,GBP,USD,SWIFT
2023-03-13 10:00:00,Bank B,Bank C,ACC001714,698.9867656154423,2692.825047569956,USD,EUR,SWIFT
2023-03-13 11:00:00,Bank D,Bank C,ACC001715,1647.2254979081888,4043.8003278504243,USD,EUR,ACH
2023-03-13 12:00:00,Bank D,Bank D,ACC001716,3027.1968208896997,1458.9702573702903,GBP,EUR,WIRE
2023-03-13 13:00:00,Bank C,Bank D,ACC001717,339.73595043759263,376.3793757471115,EUR,EUR,ACH
2023-03-13 14:00:00,Bank B,Bank B,ACC001718,3062.7253225999752,837.891986237422,USD,USD,WIRE
2023-03-13 15:00:00,Bank A,Bank C,ACC001719,573.7121044780754,401.6903891419039,GBP,USD,WIRE
2023-03-13 16:00:00,Bank B,Bank B,ACC001720,1575.6920972958362,5984.057171755989,USD,EUR,WIRE
2023-03-13 17:00:00,Bank C,Bank C,ACC001721,658.5932014338096,8001.632661497833,USD,USD,WIRE
2023-03-13 18:00:00,Bank C,Bank D,ACC001722,1315.7611884990301,2101.299406796197,EUR,GBP,ACH
2023-03-13 19:00:00,Bank B,Bank B,ACC001723,2675.4627487883363,2587.529510775023,GBP,USD,WIRE
2023-03-13 20:00:00,Bank B,Bank B,ACC001724,321.49626388107214,1409.4335897055219,EUR,USD,ACH
2023-03-13 21:00:00,Bank B,Bank A,ACC001725,555.6252761373592,1581.3843534274222,EUR,USD,SWIFT
2023-03-13 22:00:00,Bank D,Bank C,ACC001726,1319.4398736005433,221.97078667757043,GBP,GBP,ACH
2023-03-13 23:00:00,Bank A,Bank D,ACC001727,12107.539794426963,1018.4810551353361,EUR,GBP,SWIFT
2023-03-14 00:00:00,Bank B,Bank A,ACC001728,462.57573173196255,454.340509414774,USD,GBP,ACH
2023-03-14 01:00:00,Bank B,Bank A,ACC001729,8434.906296247613,1452.9576804919332,GBP,USD,SWIFT
2023-03-14 02:00:00,Bank B,Bank C,ACC001730,8139.005716413436,1033.1732336370353,GBP,GBP,ACH
2023-03-14 03:00:00,Bank C,Bank A,ACC001731,994.946383023782,7683.434773898417,USD,GBP,ACH
2023-03-14 04:00:00,Bank C,Bank C,ACC001732,813.9081109340902,2742.5068468612503,USD,USD,ACH
2023-03-14 05:00:00,Bank D,Bank A,ACC001733,548.9101688945415,1457.5496495585073,USD,EUR,ACH
2023-03-14 06:00:00,Bank A,Bank C,ACC001734,1024.33353431263,839.7131226577562,EUR,USD,SWIFT
2023-03-14 07:00:00,Bank D,Bank D,ACC001735,268.6153867488586,5860.683176287059,EUR,USD,WIRE
2023-03-14 08:00:00,Bank A,Bank C,ACC001736,1016.1344811130275,1064.2710182566186,EUR,USD,ACH
2023-03-14 09:00:00,Bank C,Bank C,ACC001737,4899.459999542813,1527.9373409214377,EUR,EUR,SWIFT
2023-03-14 10:00:00,Bank C,Bank B,ACC001738,595.2103887140809,1143.9581675300922,EUR,USD,ACH
2023-03-14 11:00:00,Bank C,Bank D,ACC001739,862.0176068291468,732.0480063766797,EUR,USD,WIRE
2023-03-14 12:00:00,Bank D,Bank D,ACC001740,200.10846123591514,1137.4068102174704,GBP,EUR,SWIFT
2023-03-14 13:00:00,Bank B,Bank D,ACC001741,1594.0960075679077,154.1664941600158,GBP,USD,SWIFT
2023-03-14 14:00:00,Bank B,Bank A,ACC001742,1428.6449476495677,233.29263243967756,GBP,USD,SWIFT
2023-03-14 15:00:00,Bank C,Bank B,ACC001743,1168.7643513597206,1555.6216842631604,GBP,USD,ACH
2023-03-14 16:00:00,Bank B,Bank D,ACC001744,882.8655727541401,5261.648662344904,GBP,EUR,ACH
2023-03-14 17:00:00,Bank B,Bank A,ACC001745,818.3106900907975,1553.4306770925098,GBP,USD,WIRE
2023-03-14 18:00:00,Bank D,Bank A,ACC001746,1811.4813839723313,533.5918095706908,EUR,EUR,WIRE
2023-03-14 19:00:00,Bank A,Bank A,ACC001747,1065.4828955301575,259.08242282850676,GBP,EUR,ACH
2023-03-14 20:00:00,Bank C,Bank B,ACC001748,7816.052886828059,16843.012878921512,USD,GBP,ACH
2023-03-14 21:00:00,Bank C,Bank A,ACC001749,1359.650305631104,621.9158840730428,GBP,USD,SWIFT
2023-03-14 22:00:00,Bank D,Bank B,ACC001750,3372.5596904524414,2086.4835553587727,USD,USD,ACH
2023-03-14 23:00:00,Bank D,Bank C,ACC001751,13691.372078005352,16035.04695911982,USD,GBP,SWIFT
2023-03-15 00:00:00,Bank B,Bank A,ACC001752,1329.9037406563143,1769.2312200395652,GBP,GBP,WIRE
2023-03-15 01:00:00,Bank C,Bank D,ACC001753,5006.147972841197,1134.1079880980813,EUR,USD,ACH
2023-03-15 02:00:00,Bank A,Bank A,ACC001754,14735.16285361544,14732.116648243606,EUR,USD,WIRE
2023-03-15 03:00:00,Bank D,Bank C,ACC001755,4043.891252843013,973.1571683029031,USD,GBP,ACH
2023-03-15 04:00:00,Bank A,Bank C,ACC001756,2012.1168546532813,580.9667147545985,EUR,USD,ACH
2023-03-15 05:00:00,Bank A,Bank A,ACC001757,173.8305407746736,418.4263712162228,USD,USD,SWIFT
2023-03-15 06:00:00,Bank C,Bank C,ACC001758,4043.3739692370395,100.9869400484047,EUR,USD,ACH
2023-03-15 07:00:00,Bank C,Bank B,ACC001759,1255.3582152829233,914.9692311901163,EUR,GBP,WIRE
2023-03-15 08:00:00,Bank D,Bank B,ACC001760,1041.1126011534952,5010.936901846327,EUR,GBP,ACH
2023-03-15 09:00:00,Bank C,Bank A,ACC001761,1452.9457807463657,2275.784466841119,EUR,EUR,WIRE
2023-03-15 10:00:00,Bank C,Bank B,ACC001762,5821.931313304978,12843.430177791117,GBP,EUR,ACH
2023-03-15 11:00:00,Bank C,Bank B,ACC001763,1376.127756378904,526.3650617278585,GBP,USD,WIRE
2023-03-15 12:00:00,Bank A,Bank D,ACC001764,5163.342670757044,21635.355577254762,GBP,USD,WIRE
2023-03-15 13:00:00,Bank D,Bank A,ACC001765,3921.667632341976,973.2983733878738,USD,EUR,WIRE
2023-03-15 14:00:00,Bank B,Bank C,ACC001766,978.8827657475235,5297.203473567194,GBP,EUR,ACH
2023-03-15 15:00:00,Bank A,Bank A,ACC001767,748.0098581836726,411.13134461057604,GBP,EUR,SWIFT
2023-03-15 16:00:00,Bank C,Bank B,ACC001768,434.8817627104815,518.0286098098013,GBP,USD,WIRE
2023-03-15 17:00:00,Bank A,Bank D,ACC001769,1434.7928884178136,469.9987597074821,EUR,USD,WIRE
2023-03-15 18:00:00,Bank C,Bank A,ACC001770,1322.2724654550311,249.10677743009234,EUR,EUR,SWIFT
2023-03-15 19:00:00,Bank C,Bank A,ACC001771,1617.1564589492468,429.6432936665449,EUR,GBP,WIRE
2023-03-15 20:00:00,Bank A,Bank B,ACC001772,392.58305207999365,1215.8713506494516,EUR,EUR,WIRE
2023-03-15 21:00:00,Bank D,Bank B,ACC001773,1895.7891717075415,3208.745864846951,EUR,GBP,ACH
2023-03-15 22:00:00,Bank C,Bank A,ACC001774,2049.9922722814836,23.18776272494707,GBP,GBP,SWIFT
2023-03-15 23:00:00,Bank D,Bank B,ACC001775,4839.863814798607,3210.793228952338,GBP,USD,WIRE
2023-03-16 00:00:00,Bank B,Bank B,ACC001776,392.93585417169186,203.54889995844164,EUR,GBP,ACH
2023-03-16 01:00:00,Bank C,Bank B,ACC001777,5374.609953444258,1976.7874082436533,EUR,GBP,ACH
2023-03-16 02:00:00,Bank D,Bank B,ACC001778,1456.6740364206146,1131.4039675557974,GBP,EUR,ACH
2023-03-16 03:00:00,Bank D,Bank B,ACC001779,1088.9150313851387,9112.230639423651,GBP,EUR,ACH
2023-03-16 04:00:00,Bank B,Bank D,ACC001780,736.8993409768213,2971.902150546554,EUR,GBP,SWIFT
2023-03-16 05:00:00,Bank D,Bank B,ACC001781,274.64572120230787,662.0859653397657,USD,EUR,SWIFT
2023-03-16 06:00:00,Bank D,Bank C,ACC001782,2944.60074349184,543.4493107077456,EUR,EUR,ACH
2023-03-16 07:00:00,Bank B,Bank A,ACC001783,4101.476786115469,47802.31112803517,GBP,EUR,SWIFT
2023-03-16 08:00:00,Bank C,Bank D,ACC001784,502.80042614646413,250.66788681892865,USD,EUR,ACH
2023-03-16 09:00:00,Bank D,Bank D,ACC001785,2956.9875511581545,1327.2706049927417,EUR,GBP,WIRE
2023-03-16 10:00:00,Bank D,Bank B,ACC001786,166.8368774517023,961.8702215680613,GBP,GBP,WIRE
2023-03-16 11:00:00,Bank D,Bank A,ACC001787,238.98533478862942,778.0368836112392,GBP,GBP,ACH
2023-03-16 12:00:00,Bank A,Bank C,ACC001788,1076.9257750022127,1561.6745975235378,GBP,GBP,WIRE
2023-03-16 13:00:00,Bank B,Bank B,ACC001789,1470.3921736748307,1325.5196636462067,EUR,GBP,ACH
2023-03-16 14:00:00,Bank A,Bank A,ACC001790,1780.65160757381,1732.6386258639895,EUR,USD,WIRE
2023-03-16 15:00:00,Bank B,Bank B,ACC001791,810.9460317637852,1260.136909484016,USD,EUR,WIRE
2023-03-16 16:00:00,Bank C,Bank B,ACC001792,13771.68110178426,1665.1681778265568,GBP,USD,SWIFT
2023-03-16 17:00:00,Bank C,Bank B,ACC001793,873.1500688464059,1203.9525236797167,GBP,GBP,ACH
2023-03-16 18:00:00,Bank D,Bank B,ACC001794,870.6271794933211,567.1212426956455,USD,EUR,SWIFT
2023-03-16 19:00:00,Bank B,Bank B,ACC001795,494.23609651572895,1101.0298633938194,EUR,GBP,ACH
2023-03-16 20:00:00,Bank C,Bank B,ACC001796,1241.2904668515757,536.7934804095424,GBP,USD,WIRE
2023-03-16 21:00:00,Bank B,Bank B,ACC001797,2028.3161235928326,502.51394724985346,USD,GBP,ACH
2023-03-16 22:00:00,Bank C,Bank C,ACC001798,3654.001160494173,783.5618483944004,GBP,EUR,ACH
2023-03-16 23:00:00,Bank A,Bank D,ACC001799,247.32808523797954,973.1875707142527,EUR,GBP,ACH
2023-03-17 00:00:00,Bank C,Bank C,ACC001800,857.4858364500782,1135.9508202923619,EUR,GBP,ACH
2023-03-17 01:00:00,Bank A,Bank B,ACC001801,1714.2031410075824,2741.8244277962626,USD,EUR,WIRE
2023-03-17 02:00:00,Bank C,Bank B,ACC001802,1972.5009504976924,666.1640206418589,USD,USD,WIRE
2023-03-17 03:00:00,Bank D,Bank C,ACC001803,6570.113067401846,11333.171769621958,GBP,USD,SWIFT
2023-03-17 04:00:00,Bank A,Bank C,ACC001804,1886.3970567448014,1234.014202778185,EUR,EUR,ACH
2023-03-17 05:00:00,Bank C,Bank D,ACC001805,488.3518289624264,596.6744844636715,EUR,EUR,SWIFT
2023-03-17 06:00:00,Bank D,Bank C,ACC001806,5207.761731273815,1180.5559920662263,USD,USD,WIRE
2023-03-17 07:00:00,Bank A,Bank D,ACC001807,2959.0634729446742,2989.0814600083067,USD,EUR,WIRE
2023-03-17 08:00:00,Bank D,Bank B,ACC001808,285.7371158972412,1321.478172752075,GBP,USD,ACH
2023-03-17 09:00:00,Bank B,Bank A,ACC001809,374.2398686595129,1375.515610174092,EUR,GBP,ACH
2023-03-17 10:00:00,Bank B,Bank A,ACC001810,384.93644775393074,541.6779675554202,GBP,USD,SWIFT
2023-03-17 11:00:00,Bank A,Bank A,ACC001811,2160.229987914781,7854.633184111664,GBP,EUR,WIRE
2023-03-17 12:00:00,Bank C,Bank A,ACC001812,1940.9188194755795,4985.514286787376,USD,GBP,SWIFT
2023-03-17 13:00:00,Bank A,Bank B,ACC001813,6145.5589200458835,1335.3021087716784,EUR,EUR,WIRE
2023-03-17 14:00:00,Bank D,Bank A,ACC001814,1727.9731247161883,2591.9975706385408,USD,USD,WIRE
2023-03-17 15:00:00,Bank C,Bank C,ACC001815,9853.927828553606,9533.729771389635,GBP,GBP,SWIFT
2023-03-17 16:00:00,Bank B,Bank C,ACC001816,1420.6751789322493,809.938386766463,GBP,USD,WIRE
2023-03-17 17:00:00,Bank C,Bank A,ACC001817,377.73666093803706,635.5216893235365,EUR,GBP,WIRE
2023-03-17 18:00:00,Bank B,Bank C,ACC001818,1987.940333422697,7127.491472158134,EUR,EUR,SWIFT
2023-03-17 19:00:00,Bank C,Bank D,ACC001819,593.9458226386927,1563.3563236204686,EUR,USD,WIRE
2023-03-17 20:00:00,Bank C,Bank B,ACC001820,792.6488612107263,1900.269926504003,EUR,GBP,SWIFT
2023-03-17 21:00:00,Bank C,Bank A,ACC001821,1390.9353700532129,1290.281413522968,USD,GBP,ACH
2023-03-17 22:00:00,Bank D,Bank A,ACC001822,1215.7035254975463,1436.6217270218347,USD,GBP,WIRE
2023-03-17 23:00:00,Bank D,Bank B,ACC001823,1123.2482826254372,4440.954503375184,USD,USD,SWIFT
2023-03-18 00:00:00,Bank A,Bank C,ACC001824,517.6882245894583,853.3291434486276,USD,EUR,WIRE
2023-03-18 01:00:00,Bank A,Bank B,ACC001825,812.7719686179491,255.45913472386619,GBP,EUR,WIRE
2023-03-18 02:00:00,Bank B,Bank B,ACC001826,1099.0303728600193,2612.478467745416,USD,GBP,SWIFT
2023-03-18 03:00:00,Bank D,Bank C,ACC001827,277.2486527352995,1802.088613860278,USD,EUR,ACH
2023-03-18 04:00:00,Bank B,Bank B,ACC001828,690.5352584082921,1221.6770352795834,EUR,USD,SWIFT
2023-03-18 05:00:00,Bank A,Bank C,ACC001829,10372.303745327878,12892.869976871736,GBP,EUR,WIRE
2023-03-18 06:00:00,Bank B,Bank C,ACC001830,305.68751768557576,756.9186467569081,USD,EUR,ACH
2023-03-18 07:00:00,Bank A,Bank B,ACC001831,3486.248998235063,1119.5617385622231,GBP,USD,ACH
2023-03-18 08:00:00,Bank D,Bank D,ACC001832,3903.4390943188364,961.3126998838645,GBP,USD,WIRE
2023-03-18 09:00:00,Bank C,Bank C,ACC001833,315.7180044032402,606.9896518730466,GBP,EUR,SWIFT
2023-03-18 10:00:00,Bank D,Bank B,ACC001834,4262.536280245691,3601.741592313036,GBP,EUR,SWIFT
2023-03-18 11:00:00,Bank B,Bank C,ACC001835,949.9586062604528,267.13158710133393,EUR,EUR,WIRE
2023-03-18 12:00:00,Bank B,Bank D,ACC001836,1666.556097682691,11624.638948886804,EUR,GBP,SWIFT
2023-03-18 13:00:00,Bank D,Bank D,ACC001837,667.37289180001,2636.9077668768928,GBP,USD,SWIFT
2023-03-18 14:00:00,Bank D,Bank A,ACC001838,2760.162481885449,185.30895613720608,GBP,GBP,SWIFT
2023-03-18 15:00:00,Bank A,Bank C,ACC001839,1645.9845895809183,876.4096954808218,GBP,GBP,ACH
2023-03-18 16:00:00,Bank B,Bank C,ACC001840,485.8241578967575,926.5370962933902,EUR,GBP,ACH
2023-03-18 17:00:00,Bank B,Bank B,ACC001841,341.99564396420175,1622.7647817433774,EUR,GBP,SWIFT
2023-03-18 18:00:00,Bank D,Bank C,ACC001842,254.60098751065323,407.7367433492991,GBP,EUR,WIRE
2023-03-18 19:00:00,Bank C,Bank A,ACC001843,1323.376595685794,1132.3216294557863,GBP,USD,WIRE
2023-03-18 20:00:00,Bank B,Bank D,ACC001844,1943.9386225891262,971.5382128191609,GBP,EUR,WIRE
2023-03-18 21:00:00,Bank C,Bank D,ACC001845,2102.6751180676642,524.4665429971939,GBP,USD,WIRE
2023-03-18 22:00:00,Bank D,Bank A,ACC001846,974.5919839316084,456.3443912948568,EUR,GBP,SWIFT
2023-03-18 23:00:00,Bank D,Bank C,ACC001847,344.81344937459284,2748.4836723139115,USD,USD,SWIFT
2023-03-19 00:00:00,Bank A,Bank C,ACC001848,554.4214856896567,201.02262420473926,USD,USD,WIRE
2023-03-19 01:00:00,Bank B,Bank A,ACC001849,3471.5228521563995,1768.4857237538597,EUR,USD,SWIFT
2023-03-19 02:00:00,Bank C,Bank B,ACC001850,675.4447990443708,2434.5331855173736,EUR,USD,WIRE
2023-03-19 03:00:00,Bank A,Bank D,ACC001851,1265.7468607305607,881.3384004488527,USD,EUR,WIRE
2023-03-19 04:00:00,Bank B,Bank A,ACC001852,374.0350525524768,1155.5975398838166,USD,GBP,ACH
2023-03-19 05:00:00,Bank A,Bank A,ACC001853,1535.4565545298965,3510.434155011813,USD,EUR,WIRE
2023-03-19 06:00:00,Bank D,Bank C,ACC001854,693.8913821037746,541.936312149395,GBP,GBP,ACH
2023-03-19 07:00:00,Bank B,Bank D,ACC001855,3123.5102039980875,600.8513529676543,USD,EUR,WIRE
2023-03-19 08:00:00,Bank A,Bank C,ACC001856,2376.9126203445126,668.1524184893073,USD,EUR,SWIFT
2023-03-19 09:00:00,Bank A,Bank A,ACC001857,668.0039277770353,3516.8662396009736,GBP,EUR,ACH
2023-03-19 10:00:00,Bank C,Bank B,ACC001858,966.1663000457692,3992.9825898451513,GBP,USD,SWIFT
2023-03-19 11:00:00,Bank A,Bank D,ACC001859,631.9964392035399,271.5400834617002,EUR,USD,WIRE
2023-03-19 12:00:00,Bank B,Bank A,ACC001860,265.22189187552027,2999.6195631082473,GBP,USD,ACH
2023-03-19 13:00:00,Bank B,Bank A,ACC001861,465.24193958120344,2487.1886773033075,USD,USD,WIRE
2023-03-19 14:00:00,Bank C,Bank B,ACC001862,1337.0451253389379,5185.361354132642,GBP,EUR,WIRE
2023-03-19 15:00:00,Bank B,Bank A,ACC001863,1518.1678094106205,1611.8019119762682,EUR,EUR,SWIFT
2023-03-19 16:00:00,Bank D,Bank A,ACC001864,9224.549082884902,9784.467892171608,USD,GBP,ACH
2023-03-19 17:00:00,Bank B,Bank D,ACC001865,810.9991013524448,3446.852195997812,EUR,USD,SWIFT
2023-03-19 18:00:00,Bank B,Bank D,ACC001866,21657.08288531216,19443.2834136794,EUR,USD,SWIFT
2023-03-19 19:00:00,Bank A,Bank D,ACC001867,1168.576832080945,10351.621096902543,EUR,USD,ACH
2023-03-19 20:00:00,Bank A,Bank C,ACC001868,2215.5452796473605,2860.3745162023347,GBP,USD,SWIFT
2023-03-19 21:00:00,Bank B,Bank B,ACC001869,186.08896536933742,1278.6344818664752,GBP,USD,WIRE
2023-03-19 22:00:00,Bank C,Bank D,ACC001870,21.706239382855152,338.96458050098954,EUR,USD,ACH
2023-03-19 23:00:00,Bank A,Bank C,ACC001871,1456.4948315294773,613.4402226472308,EUR,EUR,ACH
2023-03-20 00:00:00,Bank C,Bank C,ACC001872,263.8113716066497,260.87595391064764,EUR,USD,ACH
2023-03-20 01:00:00,Bank B,Bank B,ACC001873,4549.852487569046,6268.507509421377,EUR,USD,ACH
2023-03-20 02:00:00,Bank B,Bank B,ACC001874,810.7039618857716,2768.518429882301,GBP,EUR,ACH
2023-03-20 03:00:00,Bank D,Bank A,ACC001875,5363.653271593649,1092.6147016414354,GBP,GBP,ACH
2023-03-20 04:00:00,Bank A,Bank C,ACC001876,1635.9787906750566,3046.428709905525,EUR,EUR,WIRE
2023-03-20 05:00:00,Bank B,Bank D,ACC001877,1294.4731104166472,1536.9784666277844,GBP,USD,ACH
2023-03-20 06:00:00,Bank D,Bank B,ACC001878,2532.5732371876416,732.8255728843161,USD,EUR,SWIFT
2023-03-20 07:00:00,Bank A,Bank C,ACC001879,1585.2502920964453,1197.0615867698473,GBP,USD,SWIFT
2023-03-20 08:00:00,Bank B,Bank D,ACC001880,693.8966339728618,1758.289413139836,EUR,EUR,SWIFT
2023-03-20 09:00:00,Bank B,Bank C,ACC001881,3201.8240123431488,1260.4491421648434,GBP,GBP,ACH
